1280,yang li
1281,konstantina christakopoulou
1282,karl schultz
1283,sébastien bubeck
1284,paul a. viola
1285,naftali tishby
1286,stefan klampfl
1287,guillaume papa
1288,hao lin
1289,christophe nicolas magnan
1290,yu-feng li
1291,pierre senellart
1292,geoffrey m. voelker
1293,michael a. gelbart
1294,suhas ranganath
1295,robert b. gramacy
1296,lav r. varshney
1297,santanu das
1298,mykola pechenizkiy
1299,jinyan li
1300,chunsong wang
1301,shu-ching chen
1302,daniel j. navarro
1303,zenglin xu
1304,siyuan liu
1305,bruce g. buchanan
1306,huzefa rangwala
1307,junzhou huang
1308,weizhu chen
1309,anthony man-cho so
1310,chengqi zhang
1311,nitish srivastava
1312,alex kulesza
1313,jun du
1314,philip m. long
1315,xing wei
1316,lubor ladicky
1317,ilias diakonikolas
1318,peter geibel
1319,ryohei fujimaki
1320,chris pal
1321,andrew m. saxe
1322,jian wu
1323,Émilien antoine
1324,benjamin n. grosof
1325,reda alhajj
1326,andré elisseeff
1327,jinoh oh
1328,shuo chen
1329,alex graves
1330,peter welinder
1331,jun sun
1332,amit goyal
1333,ming yuan
1334,minjie xu
1335,matthew botvinick
1336,qi wang
1337,xuan hieu phan
1338,yu ting wen
1339,egor v. kostylev
1340,robert tibshirani
1341,ekaterina gladkikh
1342,ravindran kannan
1343,qiansheng cheng
1344,blaine nelson
1345,elad gilboa
1346,haishan liu
1347,qiong fang
1348,ming yang
1349,wenlu zhang
1350,yue zhu
1351,marta gatius
1352,shuang li
1353,mehdi mirza
1354,dotan di castro
1355,noriaki kawamae
1356,robinson piramuthu
1357,ramanathan v. guha
1358,richard combes
1359,hongfu liu
1360,minh le nguyen
1361,aäron van den oord
1362,rosie jones
1363,xiaohui xie
1364,ming hua
1365,christoph freudenthaler
1366,nihit desai
1367,polina golland
1368,david a. ross
1369,vijay mahadevan
1370,zeynep akata
1371,yajun wang
1372,hiroshi murata
1373,kriti puniyani
1374,dingyi han
1375,michael gamon
1376,qi he
1377,rina foygel
1378,lars maaløe
1379,andrew w. moore
1380,jugal k. kalita
1381,jeffrey pennington
1382,david r. kaeli
1383,stephen tyree
1384,zeeshan syed
1385,jonathan p. how
1386,defu lian
1387,edward grefenstette
1388,john p. cunningham
1389,man lung yiu
1390,sungjin ahn
1391,dimitrios kotsakos
